OID_,OBJECTID_1,OBJECTID_2,OBJECTID,GEOMETRYID,CREATEDATE,EDITDATE,NOTES,TRLNAME,TRLSTATUS,TRLSURFACE,TRLUSE,CREATEUSER,EDITUSER,TRLALTNAME,MAPLABEL,TRLTYPE,TRLCLASS,SEASDESC,MAINTAINER,ISEXTANT,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYACCURACY,FACLOCID,FACASSETID,FEATUREID,SEASONAL,TRLFEATTYP,SEGNAME,SEGMENT,UNIT,UNITNUM,STANDARD,USERCLASS,HORSE_USE,OLDNAME,FMSSINFO,FMSS_YRBLT,Lngth_Mtrs,Lngth_Mile,GlobalID,Shape_Leng,PUBLICDISP,DATAACCESS,Shape__Len,GlobalID_2,min_elevat,max_elevat,total_elev
127,129.000000000000000,130.000000000000000,163.000000000000000,c347314c-22d7-4fc5-990a-e58547139b78,1442534400000.000000000000000,1691164769279.000000000000000, ,Beaver Meadows / Moraine Park Complex Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,DEER RIDGE-MORAINE PARK TRAIL,Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ/2008,1:24000, ,3-5m,32542, , ,No,Park Trail,BEAVER MEADOWS/MORAINE PARK COMPLEX,FR-30,FRONT RANGE,1.000000000000000,C,ALL,Y,DEER RIDGE-MORAINE PARK TRAIL,FR-30 Beaver Meadows/Moraine Park complex,1915,1287.181711406230079,0.799816035007314,{F826FFBE-2149-4CCF-9038-2202E355FC31},1286.706676519999974,Public Map Display,Unrestricted,1286.706676518560016,a209002c-e31d-4cc6-9444-44f7573c189b,2460.833496093750000,2516.836914062500000,-56.003417968750000
128,130.000000000000000,131.000000000000000,164.000000000000000,7919add9-96c5-4dae-9904-8b4ab5866681,1442534400000.000000000000000,1691164769636.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,89.705461777962697,0.055740278254394,{C14551B9-B90C-4998-9F85-9833C43154CB},89.675478530000007,Public Map Display,Unrestricted,89.675478527720003,db7998b4-33e1-48c4-a287-f0dd5c2048bb,2827.869628906250000,2827.869628906250000,0.000000000000000
129,131.000000000000000,132.000000000000000,165.000000000000000,50009090-0450-4130-a1e0-955e66ce4e15,1442534400000.000000000000000,1691164769870.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,80.388523830459704,0.049951012992506,{A8D0FA56-CEC5-43F8-9066-B9203F0D0509},80.358748379999994,Public Map Display,Unrestricted,80.358748384386303,233c31b3-d106-4183-aa7d-53768b90157d,2460.833496093750000,2460.833496093750000,0.000000000000000
130,132.000000000000000,133.000000000000000,166.000000000000000,6b0b6b13-e390-4e2f-9fd4-04c2c73d94b3,1442534400000.000000000000000,1691164770152.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,81.617098151710096,0.050714412156452,{5C5C4C20-8CF1-4CEA-A666-C1099693D64A},81.586867549999994,Public Map Display,Unrestricted,81.586867554111606,30a5aeee-4c1a-40f7-b5de-30903c4cf764,2460.833496093750000,2460.833496093750000,0.000000000000000
131,133.000000000000000,134.000000000000000,167.000000000000000,0f1d93fa-cad9-4b8d-987e-5b066715ef06,1442534400000.000000000000000,1691164770399.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,Moraine Park Tr 22,Tuxedo Park - YMCA Camp,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,658.292414268632001,0.409043124207008,{C67DE2CE-5BFE-4D4D-96D1-1B23036F997B},658.048821930000031,Public Map Display,Unrestricted,658.048821931807993,6d024540-7907-4348-8a4b-793abb208740,2460.833496093750000,2460.833496093750000,0.000000000000000
132,134.000000000000000,135.000000000000000,168.000000000000000,f8bb413e-d75a-4cd6-a1e4-474298bb04cd,1442534400000.000000000000000,1691164770656.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,90.873432313887207,0.056466020047313,{B3FD686E-488C-4034-B570-204A8A8A3738},90.839730059999994,Public Map Display,Unrestricted,90.839730057479102,4e57372a-674b-4660-9fd7-d9a121a01995,2460.833496093750000,2460.833496093750000,0.000000000000000
133,135.000000000000000,136.000000000000000,169.000000000000000,3162cd8a-440e-4622-a861-38581d2c9aff,1442534400000.000000000000000,1691164770919.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,338.157734579905025,0.210121054457242,{DA5F87C0-EBF6-4EE9-BEC6-6BB4B4879958},338.032404559999975,Public Map Display,Unrestricted,338.032404560139014,be3ae5af-9690-481b-950a-c302df52da6d,2460.833496093750000,2460.833496093750000,0.000000000000000
134,136.000000000000000,137.000000000000000,170.000000000000000,04f236cf-b620-4d20-a343-487cab473d6e,1442534400000.000000000000000,1691164771199.000000000000000, ,The Pool - Cub Lake Trailhead,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE PARK-CUB LAKE TRAIL,Cub Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ,1:24000, ,3-5m,32522, , ,No,Park Trail,THE POOL - CUB LAKE TRAILHEAD,FR-24,FRONT RANGE,1.000000000000000,D,ALL,Y,MORAINE PARK-CUB LAKE TRAIL,FR-24 The Pool - Cub Lake trailhead,1915,807.066417751810036,0.501486819237512,{BEC59875-6F16-49E8-9093-F2BAF272174E},806.770755509999958,Public Map Display,Unrestricted,806.770755513477980,7b4c6589-272e-43eb-b366-a6af7d4de772,2507.858886718750000,2507.858886718750000,0.000000000000000
135,137.000000000000000,138.000000000000000,171.000000000000000,ea979c8e-9e02-4370-b1fc-e5db70c13fb6,1442534400000.000000000000000,1691164771466.000000000000000, ,Moraine Park,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO CUTOFF,Moraine Park Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32533, , ,No,Park Trail,MORAINE PARK,FR-25,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO CUTOFF,FR-25 Moraine Park,1915,678.986253697156030,0.421901654167567,{2558E560-30D7-4410-848A-23299F8841E1},678.735132570000019,Public Map Display,Unrestricted,678.735132566506991,a9b5be08-87b3-4a97-8d7c-271e2b1cab01,2460.833496093750000,2460.833496093750000,0.000000000000000
136,138.000000000000000,139.000000000000000,172.000000000000000,fbb2cca4-9c29-4595-b63d-14cf0f66fdb2,1442534400000.000000000000000,1691164771742.000000000000000, ,Moraine Park,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO CUTOFF,South Lateral Moraine Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32533, , ,No,Park Trail,MORAINE PARK,FR-25,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO CUTOFF,FR-25 Moraine Park,1915,3096.982398315919909,1.924371796428310,{CF1FF24F-526B-4C03-98C0-A14B165B040E},3095.842586369999935,Public Map Display,Unrestricted,3095.842586372230016,df966dad-02c0-4ef2-85c2-ef73c4760bc4,2460.833496093750000,2507.858886718750000,47.025390625000000
137,139.000000000000000,140.000000000000000,173.000000000000000,7731dabc-8dc1-498e-97c5-2c5f8dd389b3,1442534400000.000000000000000,1691164772017.000000000000000, ,Fern Lake Trailhead - The Pool Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE PARK-FERN LAKE TRAIL,Fern Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32513, , ,No,Park Trail,FERN LAKE TRAILHEAD - THE POOL,FR-19,FRONT RANGE,1.000000000000000,D,ALL,Y,MORAINE PARK-FERN LAKE TRAIL,FR-19 Fern Lake Trailhead  - The Pool,1906,2720.007948749339903,1.690131201740240,{BA1EF5B1-4079-4FF9-B5D0-1BCE439A18C3},2719.020551149999847,Public Map Display,Unrestricted,2719.020551149959829,ed9785bd-fbe9-4728-bd66-22a9fdfee58c,2596.542236328125000,2703.530761718750000,106.988525390625000
138,140.000000000000000,141.000000000000000,174.000000000000000,b5992694-4a0f-4719-81cf-3c798403770f,1442534400000.000000000000000,1691164772260.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/YMCA Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,176.833839651257989,0.109879234013100,{8ED7170D-65B5-48E8-8FAD-B2A840C9DC8F},176.768259840000013,Public Map Display,Unrestricted,176.768259843841008,d66f21fa-6a51-46dd-9f91-2b440a196f76,2460.833496093750000,2460.833496093750000,0.000000000000000
139,141.000000000000000,142.000000000000000,175.000000000000000,c6ea9b73-551f-4ff1-84c6-cb0ab3015543,1442534400000.000000000000000,1691164772543.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Old RMNP Entry/YMCA Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,75.358922502139094,0.046825769869148,{9CB7D5F4-A993-4121-8E11-DFE5480F79D8},75.330967970000003,Public Map Display,Unrestricted,75.330967969783003,e8572c09-da6a-4c76-8963-30c4911938a7,2460.833496093750000,2460.833496093750000,0.000000000000000
140,142.000000000000000,143.000000000000000,176.000000000000000,3a51c99e-70eb-413c-958a-4cea786b69b6,1442534400000.000000000000000,1691164772787.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,28.611260837157900,0.017778177701372,{8CB82ABC-CF8F-4BA0-BCCB-7C9B444B8E71},28.601692509999999,Public Map Display,Unrestricted,28.601692506188598,97e11e41-d582-43ce-a53b-5081b0026c38,2827.869628906250000,2827.869628906250000,0.000000000000000
141,143.000000000000000,144.000000000000000,177.000000000000000,44ef215b-1d4f-4a9b-9de5-684d88db9983,1442534400000.000000000000000,1691164773046.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,418.861201433522012,0.260267763580141,{46E11B51-5334-4CF3-9899-9DDCB01E656D},418.721184719999997,Public Map Display,Unrestricted,418.721184718029008,ab4bd75b-d739-4779-a674-845b7b3fefbe,2827.869628906250000,2827.869628906250000,0.000000000000000
142,144.000000000000000,145.000000000000000,179.000000000000000,f173b6e6-50ad-4ef0-98d8-53138bd2f8c7,1442534400000.000000000000000,1691164773296.000000000000000, ,The Pool - Cub Lake Trailhead,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE PARK-CUB LAKE TRAIL,Cub Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ,1:24000, ,3-5m,32522, , ,No,Park Trail,THE POOL - CUB LAKE TRAILHEAD,FR-24,FRONT RANGE,1.000000000000000,D,ALL,Y,MORAINE PARK-CUB LAKE TRAIL,FR-24 The Pool - Cub Lake trailhead,1915,1348.496659882149970,0.837915301445077,{B63DBF14-0DF4-4B84-96F9-C4330572A9E6},1348.008449899999960,Public Map Display,Unrestricted,1348.008449896630054,fa193b3b-8bbb-441a-bc4a-93432f7f7932,2703.530761718750000,2703.530761718750000,0.000000000000000
143,145.000000000000000,146.000000000000000,180.000000000000000,6ea41748-b6ce-48c5-bc7d-532f91a9dd6b,1442534400000.000000000000000,1691164773570.000000000000000,GPSed by Glenn Hoffman,The Pool - Cub Lake Trailhead,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE PARK-CUB LAKE TRAIL,Cub Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,GNSS,GNSS,1:10000, ,3-5m,32522, , ,No,Park Trail,THE POOL - CUB LAKE TRAILHEAD,FR-24,FRONT RANGE,1.000000000000000,D,ALL,Y,MORAINE PARK-CUB LAKE TRAIL,FR-24 The Pool - Cub Lake trailhead,1915,2978.106603582220032,1.850505949858460,{21706A0E-FAF9-4E6E-AAB8-F77804BAFAE6},2977.020269350000035,Public Map Display,Unrestricted,2977.020269348389775,0193aa91-69e1-45b6-b800-3918c474f941,2507.858886718750000,2703.530761718750000,-195.671875000000000
144,146.000000000000000,147.000000000000000,181.000000000000000,3890b7d9-d398-4194-a79a-e0cb35e1ed10,1442534400000.000000000000000,1691164773820.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,141.176176791600994,0.087722633842887,{FEC67568-50B8-4337-9423-CCB40F44528F},141.128972650000009,Public Map Display,Unrestricted,141.128972645308011,182ebe62-fb6a-4d2c-a44b-08bc1f72aa3b,2827.869628906250000,2827.869628906250000,0.000000000000000
145,147.000000000000000,148.000000000000000,182.000000000000000,4b48517b-a5b9-4d7b-b5a9-1d8436d1f679,1442534400000.000000000000000,1691164774082.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,23.921364324339201,0.014864016942065,{4F5EAB48-CFBF-48E9-81C3-646694BFADEB},23.913366700000001,Public Map Display,Unrestricted,23.913366704474701,926fe284-f847-41d4-9043-c6db5bcd1018,2827.869628906250000,2827.869628906250000,0.000000000000000
146,148.000000000000000,149.000000000000000,183.000000000000000,150d13d5-0a1a-4ee7-8172-6a69487b33e6,1442534400000.000000000000000,1691164774362.000000000000000, ,Moraine Park,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO CUTOFF,South Lateral Moraine Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32533, , ,No,Park Trail,MORAINE PARK,FR-25,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO CUTOFF,FR-25 Moraine Park,1915,570.969665751087973,0.354783392370902,{55877554-2114-433D-93FB-A5DB4C769D02},570.758399309999959,Public Map Display,Unrestricted,570.758399304995010,a194700b-c335-4419-acff-6602d4578d36,2460.833496093750000,2460.833496093750000,0.000000000000000
147,149.000000000000000,150.000000000000000,184.000000000000000,55b76d9f-cc29-46ff-b732-a896ed7dff92,1442534400000.000000000000000,1691164774619.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,121.252069106603003,0.075342392056928,{B70F09EE-40A6-42E7-8BB2-12E603446D4F},121.211516009999997,Public Map Display,Unrestricted,121.211516013825999,0cee649b-b9d6-4d4e-972e-911a9d7ddbd4,2827.869628906250000,2827.869628906250000,0.000000000000000
148,150.000000000000000,151.000000000000000,185.000000000000000,43142a7c-6b87-4070-95eb-305d149d69e2,1442534400000.000000000000000,1691164774924.000000000000000, ,Coyote Valley Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,COYOTE TRAIL,Coyote Valley Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14779, , ,No,Park Trail,COYOTE VALLEY,KA-01,KAWUNEECHE VALLEY,8.000000000000000,A,F,N,COYOTE TRAIL,KA-01 Coyote Valley Trail - Accessible,1990,182.655148865895995,0.113496420625794,{DF495753-940A-42FE-8786-AFB5CB823A98},182.594092340000003,Public Map Display,Unrestricted,182.594092337476013,cb0d3e62-0c33-43c5-92f4-57d6806ef97d,2827.869628906250000,2827.869628906250000,0.000000000000000
149,151.000000000000000,152.000000000000000,186.000000000000000,1c2d9d2b-8bba-4c14-b739-7aef5c86f534,1442534400000.000000000000000,1691164775174.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Tuxedo Park - YMCA Camp,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,55.503038775203898,0.034487920400565,{D8977D13-5E3E-41F4-8AF7-0672D077B7CE},55.482506350000001,Public Map Display,Unrestricted,55.482506349441401,3ca27e36-a189-476c-9a68-ee0b673fd618,2460.833496093750000,2460.833496093750000,0.000000000000000
150,152.000000000000000,153.000000000000000,187.000000000000000,d24900d8-aa8c-4b6b-83df-83feae18caaf,1442534400000.000000000000000,1691164775440.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Tuxedo Park/Old RMNP Entry Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,927.180247685619975,0.576121943677129,{3E5EFD1B-F408-4A08-911F-C669C909609F},926.836791629999993,Public Map Display,Unrestricted,926.836791633534972,2b7e55db-9a4b-45be-9506-4bfc4ced8f8b,2460.833496093750000,2460.833496093750000,0.000000000000000
151,153.000000000000000,154.000000000000000,188.000000000000000,e85ccd89-641d-4205-9db0-ad2b69c2aaa9,1442534400000.000000000000000,1691164775715.000000000000000, ,Tuxedo Park - Ymca Camp,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MORAINE-TUXEDO PARK TRAIL,Tuxedo Park/YMCA Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32565, , ,No,Park Trail,TUXEDO PARK - YMCA CAMP,FR-57,FRONT RANGE,1.000000000000000,C,ALL,Y,MORAINE-TUXEDO PARK TRAIL,FR-57 Tuxedo Park - YMCA camp,1915,249.078378139090006,0.154769819244571,{597CB142-1AED-4DAF-97FE-B5DC4A85F159},248.986261979999995,Public Map Display,Unrestricted,248.986261982883008,48962278-a181-49da-8f95-0119d4324a29,2460.833496093750000,2460.833496093750000,0.000000000000000
152,154.000000000000000,155.000000000000000,189.000000000000000,0a4fee05-e082-4aa8-8d8e-d91f2db8b71d,1442534400000.000000000000000,1691164775979.000000000000000, ,Moraine Park - Mill Creek Basin,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MILL CREEK TRAIL,Mill Creek Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32537, , ,No,Park Trail,MORAINE PARK - MILL CREEK BASIN,FR-28,FRONT RANGE,1.000000000000000,D,ALL,Y,MILL CREEK TRAIL,FR-28 Moraine Park - Mill Creek Basin,1915,512.735729387411993,0.318598574273712,{99242F45-46D4-4D90-845E-C528FD3EFC9E},512.547484220000001,Public Map Display,Unrestricted,512.547484215292002,6ec4b3de-52fe-4848-9175-fe342e46cb3b,2661.989257812500000,2661.989257812500000,0.000000000000000
